,0,1,2,3,4
../data/images_copy/custom/davids/high/A/custom_davids_high_A_0.jpg,8,True,False,23135792,"[0.7071067811865476, 0.7071067811865476, 0.7071067811865476, 0.7071067811865476, 482.3821099501929, 647.3658162121321, 869.4759916179399, 877.2835915483658]"
../data/images_copy/custom/davids/high/A/custom_davids_high_A_1.jpg,7,True,False,13756083,"[0.7071067811865476, 0.7071067811865476, 0.7071067811865476, 1.5811388300841898, 155.28844129554523, 194.03736753522503, 527.7977832465764]"
../data/images_copy/custom/davids/high/A/custom_davids_high_A_2.jpg,7,True,False,10022083,"[0.7071067811865476, 1.5811388300841898, 1.5811388300841898, 2.1213203435596424, 215.78345627040085, 320.0414035714754, 387.40224573432715]"
../data/images_copy/custom/davids/high/A/custom_davids_high_A_3.jpg,9,True,False,10936959,"[0.7071067811865476, 1.5811388300841898, 1.5811388300841898, 1.5811388300841898, 186.00134408116517, 224.1885367274607, 301.84847191927275, 402.13492760515095, 454.18333302753416]"
../data/images_copy/custom/davids/high/A/custom_davids_high_A_4.jpg,9,True,False,9674875,"[1.5811388300841898, 1.5811388300841898, 1.5811388300841898, 1.5811388300841898, 158.07751263225265, 286.2035988592736, 379.38436973602376, 384.6849360190752, 547.9621337282349]"
../data/images_copy/custom/davids/high/B/custom_davids_high_B_0.jpg,9,True,False,10530458,"[0.7071067811865476, 0.7071067811865476, 0.7071067811865476, 2.1213203435596424, 195.91452217740266, 274.29272684488006, 413.91363833534166, 422.9544892775108, 811.6837438313028]"
../data/images_copy/custom/davids/high/B/custom_davids_high_B_1.jpg,9,True,False,9869459,"[0.7071067811865476, 0.7071067811865476, 1.5811388300841898, 1.5811388300841898, 253.53993768240932, 556.0795806357216, 565.5656460571133, 666.9351542691388, 829.2819182883467]"
../data/images_copy/custom/davids/high/B/custom_davids_high_B_2.jpg,7,True,False,10152541,"[0.7071067811865476, 1.5811388300841898, 2.1213203435596424, 2.5495097567963922, 223.4558121866603, 287.980034030139, 474.93420596962693]"
../data/images_copy/custom/davids/high/B/custom_davids_high_B_3.jpg,10,True,False,9833041,"[0.7071067811865476, 0.7071067811865476, 0.7071067811865476, 1.5811388300841898, 203.50552818044034, 263.1206947391254, 294.5717230149561, 385.72334645442453, 527.0222955435567, 669.2417351002551]"
../data/images_copy/custom/davids/high/B/custom_davids_high_B_4.jpg,4,True,True,9197833,"[0.7071067811865476, 0.7071067811865476, 2.5495097567963922, 2.5495097567963922]"
../data/images_copy/custom/davids/high/C/custom_davids_high_C_0.jpg,3,True,False,9381666,"[0.7071067811865476, 1.5811388300841898, 2.1213203435596424]"
../data/images_copy/custom/davids/high/C/custom_davids_high_C_1.jpg,8,False,False,9779167,"[0.7071067811865476, 0.7071067811865476, 79.50157231149582, 201.72382110202057, 204.18741391182758, 231.74662888594517, 350.27774693805486, 398.71355632834957]"
../data/images_copy/custom/davids/high/C/custom_davids_high_C_2.jpg,9,True,False,10424959,"[0.7071067811865476, 0.7071067811865476, 1.5811388300841898, 1.5811388300841898, 176.432706718454, 245.13363702274725, 355.59035419988544, 372.46543463790033, 487.3648530618514]"
../data/images_copy/custom/davids/high/C/custom_davids_high_C_3.jpg,8,True,False,9604166,"[0.7071067811865476, 0.7071067811865476, 1.5811388300841898, 2.1213203435596424, 151.35554168909707, 179.61764946686057, 231.2282422196735, 813.0722600113719]"
../data/images_copy/custom/davids/high/C/custom_davids_high_C_4.jpg,3,True,False,9547458,"[1.5811388300841898, 1.5811388300841898, 2.1213203435596424]"
../data/images_copy/custom/davids/high/D/custom_davids_high_D_0.jpg,4,True,True,9777375,"[0.7071067811865476, 0.7071067811865476, 1.5811388300841898, 2.1213203435596424]"
../data/images_copy/custom/davids/high/D/custom_davids_high_D_1.jpg,12,True,False,10086250,"[0.7071067811865476, 1.5811388300841898, 1.5811388300841898, 2.1213203435596424, 155.20470353697402, 202.39194648009095, 205.1499451620692, 318.5474846863494, 358.7039169008334, 367.31798213537, 433.43800017995653, 454.86096776927343]"
